;identifiant_station;nom_station;station_en_fonctionnement;capacité_de_la_station;nombre_bornettes_libres;nombre_total_vélos_disponibles;vélos_mécaniques_disponibles;vélos_électriques_disponibles;borne_de_paiement_disponible;retour_vélib_possible;actualisation_de_la_donnée;coordonnées;commune;code_insee;departement;localisation
340;20132;Réunion - Avron;True;26;25;1;0;1;True;True;2025-06-03 12:56:08+00:00;48.852566752033766, 2.403928068708116;Paris;75056;Paris;2 Rue de la Réunion, 75020 Paris, France
341;20113;Piat - Parc de Belleville;True;21;19;2;0;2;True;True;2025-06-03 12:53:24+00:00;48.87195626635528, 2.384981390278095;Paris;75056;Paris;30 Rue Piat, 75020 Paris, France
342;42707;Place Jean-Baptiste Clément;True;24;19;3;1;2;True;True;2025-06-03 12:56:58+00:00;48.81240466867336, 2.3617091774940495;Le Kremlin-Bicêtre;94043;Val-De-Marne;53 Avenue de Fontainebleau, 94270 Le Kremlin-Bicêtre, France
343;12126;Gravelle - Route du Bac;True;51;44;6;3;3;True;True;2025-06-03 12:54:19+00:00;48.824407, 2.418455;Paris;75056;Paris;71 Avenue de Gravelle, 94220 Charenton-le-Pont, France
344;5119;Jussieu - Guy de la Brosse;True;40;22;17;15;2;True;True;2025-06-03 12:54:01+00:00;48.845665, 2.355653;Paris;75056;Paris;15 Rue Jussieu, 75005 Paris, France
345;41604;Lagny - Joffre;True;31;12;17;14;3;True;True;2025-06-03 12:58:57+00:00;48.84930687084088, 2.417949736118317;Saint-Mandé;94067;Val-De-Marne;126 Rue de Lagny, 93100 Montreuil, France
346;35009;Jean Lolive - Parc Stalingrad;True;22;18;0;0;0;True;True;2025-06-03 12:58:44+00:00;48.89206174403158, 2.4091735482215886;Pantin;93055;Seine-Saint-Denis;106 Avenue Jean Lolive, 93500 Pantin, France
347;15017;Place Falguière;True;23;21;2;0;2;True;True;2025-06-03 12:56:36+00:00;48.83629973941847, 2.3104464635252953;Paris;75056;Paris;9 Place Falguière, 75015 Paris, France
348;8055;Courcelles - Place des Ternes;True;31;21;10;6;4;True;True;2025-06-03 12:59:04+00:00;48.878199928923124, 2.2992860188665043;Paris;75056;Paris;87 Boulevard de Courcelles, 75008 Paris, France
349;17018;Parc Monceau;True;18;11;6;2;4;True;True;2025-06-03 12:53:59+00:00;48.881077914129, 2.3095492646098;Paris;75056;Paris;4 Rue de Thann, 75017 Paris, France
350;21109;Guichet - Jean Jaurès;True;28;15;13;6;7;True;True;2025-06-03 12:58:24+00:00;48.905169868129036, 2.3023840785026555;Clichy;92024;Hauts-de-Seine;14 Rue du Guichet, 92110 Clichy, France
351;10005;Petites Ecuries - Faubourg Poissonnière;True;17;7;10;6;4;True;True;2025-06-03 12:58:56+00:00;48.87397217237368, 2.348388757504776;Paris;75056;Paris;58 Rue des Petites-Écuries, 75010 Paris, France
352;17007;Navier - Epinettes;True;54;48;6;3;3;True;True;2025-06-03 12:55:06+00:00;48.89587780769155, 2.3226776719093327;Paris;75056;Paris;61 Rue Navier, 75017 Paris, France
353;92004;Nanterre - Université;True;20;1;17;12;5;True;True;2025-06-03 12:58:50+00:00;48.901365, 2.212693;Nanterre;92050;Hauts-de-Seine;93 Cours Nicole Dreyfus, 92000 Nanterre, France
354;21502;Verdun - Place Henri IV;True;26;3;21;18;3;True;True;2025-06-03 12:58:35+00:00;48.870797375639214, 2.2277003154158592;Suresnes;92073;Hauts-de-Seine;"11;17 Rue de Verdun, 92150 Suresnes, France"
355;18020;Francoeur - Marcadet;True;20;20;0;0;0;True;True;2025-06-03 12:57:31+00:00;48.89104123261663, 2.340014585442034;Paris;75056;Paris;31 Rue Francœur, 75018 Paris, France
356;12024;Gare de Bercy;True;35;26;9;7;2;True;True;2025-06-03 12:57:43+00:00;48.839794573906, 2.3826066032052;Paris;75056;Paris;50 Boulevard de Bercy, 75012 Paris, France
357;20136;Henri Chevreau - Couronnes;True;27;26;0;0;0;True;True;2025-06-03 12:57:42+00:00;48.87033205312931, 2.388777695596218;Paris;75056;Paris;38 Rue Henri Chevreau, 75020 Paris, France
358;20119;Square des Saint-Simoniens;True;25;25;0;0;0;True;True;2025-06-03 12:53:07+00:00;48.8701796, 2.3967273;Paris;75056;Paris;138 Rue de Ménilmontant, 75020 Paris, France
359;5026;Pascal - Claude Bernard;True;49;33;14;11;3;True;True;2025-06-03 12:58:28+00:00;48.839061952159746, 2.3499782010912895;Paris;75056;Paris;1 Rue Pascal, 75005 Paris, France
360;31705;Champeaux - Gallieni;True;50;49;1;0;1;True;True;2025-06-03 12:44:57+00:00;48.864459134684644, 2.4161778017878532;Bagnolet;93006;Seine-Saint-Denis;Rue des Champeaux, 93170 Bagnolet, France
361;43006;Vignerons - Minimes;True;29;26;3;2;1;True;True;2025-06-03 12:56:58+00:00;48.841486, 2.430793;Vincennes;94080;Val-De-Marne;54 Rue des Vignerons, 94300 Vincennes, France
362;6030;Assas - Vaugirard;True;35;28;7;2;5;True;True;2025-06-03 12:55:27+00:00;48.848274111398, 2.3292413726449;Paris;75056;Paris;26 Rue d'Assas, 75006 Paris, France
363;15028;Grenelle - Dr Finlay;True;71;54;15;11;4;True;True;2025-06-03 12:58:46+00:00;48.851315406715976, 2.2919502854347233;Paris;75056;Paris;53 Boulevard de Grenelle, 75015 Paris, France
364;23802;Raymond Poincaré - Allée de la Marche;True;23;18;4;0;4;True;True;2025-06-03 12:59:00+00:00;48.838634069623, 2.1724102640451;Garches;92033;Hauts-de-Seine;102 Boulevard Raymond Poincaré, 92380 Garches, France
365;14018;Porte d'Orléans;True;48;45;2;0;2;True;True;2025-06-03 12:49:37+00:00;48.8227639, 2.3249313;Paris;75056;Paris;6 Place du Vingt-Cinq Août 1944, 75014 Paris, France
366;20036;Ménilmontant - Pelleport;True;32;31;0;0;0;True;True;2025-06-03 12:56:19+00:00;48.870682633845, 2.3989596023316;Paris;75056;Paris;164 Rue de Ménilmontant, 75020 Paris, France
367;31702;Pierre et Marie Curie - Julien Grimau;True;18;15;2;0;2;True;True;2025-06-03 12:53:49+00:00;48.870714014863225, 2.424097023904324;Bagnolet;93006;Seine-Saint-Denis;40 Rue Pierre et Marie Curie, 93170 Bagnolet, France
368;19019;Petit - Manin;True;22;17;2;1;1;True;True;2025-06-03 12:51:52+00:00;48.886506875343, 2.3938155401308;Paris;75056;Paris;97 Rue Petit, 75019 Paris, France
369;21013;Pierre Grenier - Pont de Billancourt;True;21;14;7;6;1;True;True;2025-06-03 12:53:39+00:00;48.8258020742942, 2.2487989068031315;Boulogne-Billancourt;92012;Hauts-de-Seine;4 Avenue Pierre Grenier, 92100 Boulogne-Billancourt, France
370;15029;Emeriau - Place de Brazzaville;True;51;12;39;33;6;True;True;2025-06-03 12:58:56+00:00;48.850785261674964, 2.2871585190296173;Paris;75056;Paris;21 Place de Brazzaville, 75015 Paris, France
371;42503;Vladimir Ilitch Lénine - Andrée Chedid;True;31;31;0;0;0;True;True;2025-06-03 12:54:21+00:00;48.813240124373, 2.3319716067039;Gentilly;94037;Val-De-Marne;127 Avenue Vladimir Ilitch Lénine, 94110 Arcueil, France
372;18005;Tardieu - Chappe;True;18;17;1;0;1;True;True;2025-06-03 12:58:03+00:00;48.884146759782, 2.341845408082;Paris;75056;Paris;8 Rue Tardieu, 75018 Paris, France
373;21111;Professeur René Leriche - Général Leclerc;True;50;14;35;35;0;True;True;2025-06-03 12:56:13+00:00;48.90782845483013, 2.307887971401215;Clichy;92024;Hauts-de-Seine;16 Rue du Professeur René Leriche, 92110 Clichy, France
374;26001;Gare d'Asnières sur Seine;True;24;19;4;2;2;True;True;2025-06-03 12:58:37+00:00;48.90636459217474, 2.2835066914558415;Asnières-sur-Seine;92004;Hauts-de-Seine;4 Rue Denis Papin, 92600 Asnières-sur-Seine, France
375;2010;Uzès - Montmartre;True;29;10;19;7;12;True;True;2025-06-03 12:58:50+00:00;48.870790980240706, 2.3431010171771054;Paris;75056;Paris;21 Rue d'Uzès, 75002 Paris, France
376;5002;Sommerard - Saint-Jacques;True;34;11;22;18;4;True;True;2025-06-03 12:58:52+00:00;48.850310432924466, 2.345015835298588;Paris;75056;Paris;20 Rue du Sommerard, 75005 Paris, France
377;11114;Ledru-Rollin - Charonne;True;32;18;13;8;5;True;True;2025-06-03 12:56:37+00:00;48.85345855607243, 2.3772463581947094;Paris;75056;Paris;115 Avenue Ledru-Rollin, 75011 Paris, France
378;8102;Lamennais - Washington;True;26;8;18;7;11;True;True;2025-06-03 12:58:17+00:00;48.87352990026496, 2.303444892168045;Paris;75056;Paris;29 Rue Washington, 75008 Paris, France
379;5116;Place Valhubert;True;51;22;28;26;2;True;True;2025-06-03 12:59:04+00:00;48.844182577315, 2.3640366643667;Paris;75056;Paris;Place Valhubert, Quai Saint-Bernard, 75005 Paris, France
380;7004;Raspail - Varenne;True;18;6;12;12;0;True;True;2025-06-03 12:58:43+00:00;48.853147816545, 2.3263905197382;Paris;75056;Paris;29 Boulevard Raspail, 75007 Paris, France
381;8012;Batignolles - Place de Clichy;True;47;38;7;3;4;True;True;2025-06-03 12:58:38+00:00;48.883474535757, 2.326493114233;Paris;75056;Paris;8 Boulevard des Batignolles, 75017 Paris, France
382;7006;Quai Voltaire;True;32;0;31;15;16;True;True;2025-06-03 12:57:15+00:00;48.858942986179, 2.3314182047146;Paris;75056;Paris;17b Quai Voltaire, 75007 Paris, France
383;20040;Parc de Belleville - Julien Lacroix;True;26;24;2;0;2;True;True;2025-06-03 12:57:55+00:00;48.8703459, 2.3842214;Paris;75056;Paris;38 Rue Julien Lacroix, 75020 Paris, France
384;7014;Saint-François-Xavier;True;42;28;13;13;0;True;True;2025-06-03 12:58:02+00:00;48.85154484769, 2.3146149516106;Paris;75056;Paris;35 Boulevard des Invalides, 75007 Paris, France
385;10023;Gare de l'Est - Verdun;True;14;13;1;1;0;True;True;2025-06-03 12:58:44+00:00;48.876156054271, 2.3609149083206;Paris;75056;Paris;2 Avenue de Verdun, 75010 Paris, France
386;17017;Gare de Pont-Cardinet;True;34;29;3;0;3;True;True;2025-06-03 12:53:23+00:00;48.88713901475306, 2.314494143994255;Paris;75056;Paris;165 Rue de Rome, 75017 Paris, France
387;34002;Capitaine Glarner - Gabriel Péri;True;27;20;5;3;2;True;True;2025-06-03 12:58:00+00:00;48.902449900418745, 2.3304807533425724;Saint-Ouen-sur-Seine;93070;Seine-Saint-Denis;130 Avenue Gabriel Péri, 93400 Saint-Ouen-sur-Seine, France
388;23002;Pont de Levallois-bécon;True;50;24;26;23;3;True;True;2025-06-03 12:58:49+00:00;48.8984179, 2.2791311;Levallois-Perret;92044;Hauts-de-Seine;157 Rue Anatole France, 92300 Levallois-Perret, France
389;13026;Place Jean Delay;True;35;28;7;1;6;True;True;2025-06-03 12:57:34+00:00;48.823316, 2.354336;Paris;75056;Paris;Place Jean Delay, Rue du Docteur Leray, 75013 Paris, France
390;14139;Pierre Larousse - Raymond Losserand;True;30;25;4;1;3;True;True;2025-06-03 12:56:28+00:00;48.83059564231877, 2.3119183257222176;Paris;75056;Paris;66 Rue Pierre Larousse, 75014 Paris, France
391;14130;Jonquoy - Didot;True;30;26;4;0;4;True;True;2025-06-03 12:57:15+00:00;48.82890454823947, 2.31648076325655;Paris;75056;Paris;51 Rue Jonquoy, 75014 Paris, France
392;13102;Pitié-Salpêtrière;True;51;25;26;24;2;True;True;2025-06-03 12:57:13+00:00;48.83748810318667, 2.365213818848133;Paris;75056;Paris;83a Boulevard de l'Hôpital, 75013 Paris, France
393;10015;Lucien Sampaix - Récollets;True;46;42;3;2;1;True;True;2025-06-03 12:59:03+00:00;48.874330377560476, 2.3621229082345963;Paris;75056;Paris;7 Rue des Récollets, 75010 Paris, France
394;11101;Charles Delescluze;True;49;44;5;3;2;True;True;2025-06-03 12:57:11+00:00;48.85242200848887, 2.380632497370243;Paris;75056;Paris;14 Rue Charles Delescluze, 75011 Paris, France
395;41207;Place du Général de Gaulle;True;28;19;9;1;8;True;True;2025-06-03 12:58:52+00:00;48.8525288, 2.4877332;Fontenay-sous-Bois;94033;Val-De-Marne;16 Avenue Louison Bobet, 94120 Fontenay-sous-Bois, France
396;15055;Vasco de Gama;True;54;19;32;31;1;True;True;2025-06-03 12:59:04+00:00;48.83671783466264, 2.283664085650799;Paris;75056;Paris;42 Rue Vasco de Gama, 75015 Paris, France
397;12032;Porte Dorée;True;36;16;19;15;4;True;True;2025-06-03 12:59:00+00:00;48.8354337, 2.4077132;Paris;75056;Paris;1 Place Edouard Renard, 75012 Paris, France
398;12011;Charenton - Place du Col Bourgoin;True;35;31;4;4;0;True;True;2025-06-03 12:59:03+00:00;48.844867319554, 2.3825789350545;Paris;75056;Paris;164 Rue de Charenton, 75012 Paris, France
399;6103;Mézières - Rennes;True;55;40;14;8;6;True;True;2025-06-03 12:57:09+00:00;48.85023459321703, 2.3303819820284843;Paris;75056;Paris;16 Rue de Mézières, 75006 Paris, France
400;21308;Bara - Henri Farman;True;58;2;56;45;11;True;True;2025-06-03 12:59:03+00:00;48.833218027457846, 2.2677567601203923;Issy-les-Moulineaux;92040;Hauts-de-Seine;23 Rue Bara, 92130 Issy-les-Moulineaux, France
401;21032;Sèvres-Gallieni;True;27;1;26;19;7;True;True;2025-06-03 12:58:35+00:00;48.837809408957, 2.2281519323587;Boulogne-Billancourt;92012;Hauts-de-Seine;17 Rue de Sèvres, 92100 Boulogne-Billancourt, France
402;19037;Belleville - Porte des Lilas;True;32;27;2;0;2;True;True;2025-06-03 12:56:41+00:00;48.87660391892763, 2.404769691129476;Paris;75056;Paris;333 Rue de Belleville, 75020 Paris, France
403;21105;Morice - Général Leclerc;True;25;14;10;8;2;True;True;2025-06-03 12:58:44+00:00;48.90245471981591, 2.3128929734230046;Clichy;92024;Hauts-de-Seine;42 Rue Morice, 92110 Clichy, France
404;15038;Place Adolphe Cherioux - Vaugirard;True;63;60;1;1;0;True;True;2025-06-03 12:56:08+00:00;48.83959442800459, 2.3010657727718353;Paris;75056;Paris;260 Rue de Vaugirard, 75015 Paris, France
405;32014;Place du Cornillon - Stade de France;True;34;20;12;9;3;True;True;2025-06-03 12:57:16+00:00;48.92540695835961, 2.3644426837563515;Saint-Denis;93066;Seine-Saint-Denis;16 Rue Jesse Owens, 93210 Saint-Denis, France
406;20021;Indre - Prairies;True;38;36;1;0;1;True;True;2025-06-03 12:51:55+00:00;48.86254398506782, 2.403290458023548;Paris;75056;Paris;34 Rue des Prairies, 75020 Paris, France
407;18032;Porte de Clignancourt.;True;56;52;3;0;3;True;True;2025-06-03 12:59:00+00:00;48.897488, 2.343996;Paris;75056;Paris;58 Rue Belliard, 75018 Paris, France
408;7005;Raspail - Bac;True;52;15;34;28;6;True;True;2025-06-03 12:57:56+00:00;48.855628721101, 2.3256602883339;Paris;75056;Paris;1 Boulevard Raspail, 75007 Paris, France
409;17027;Place du Maréchal Juin - Péreire;True;46;34;10;8;2;True;True;2025-06-03 12:56:55+00:00;48.885263, 2.298286;Paris;75056;Paris;121 Boulevard Pereire, 75017 Paris, France
410;6018;Michelet - Assas;True;18;18;0;0;0;True;True;2025-06-03 12:58:52+00:00;48.842741502832, 2.3350211977959;Paris;75056;Paris;12 Rue Michelet, 75006 Paris, France
411;31016;Lucie Aubrac - Franklin;True;36;24;10;9;1;True;True;2025-06-03 12:56:03+00:00;48.86223916006812, 2.4435862898826604;Montreuil;93048;Seine-Saint-Denis;34 Rue Franklin, 93100 Montreuil, France
412;21019;Edouard Vaillant - Paul-Adolphe Souriau;True;28;6;21;16;5;True;True;2025-06-03 12:58:26+00:00;48.834845858829, 2.2479459643364;Boulogne-Billancourt;92012;Hauts-de-Seine;71 Avenue Edouard Vaillant, 92100 Boulogne-Billancourt, France
413;22101;Gare Routière de Saint Cloud;True;31;8;22;16;6;True;True;2025-06-03 12:57:37+00:00;48.84288183896324, 2.222245037555695;Saint-Cloud;92064;Hauts-de-Seine;16 Quai du President Carnot, 92210 Saint-Cloud, France
414;19109;Tanger - Place du Maroc;True;19;16;3;1;2;True;True;2025-06-03 12:57:52+00:00;48.8862524447104, 2.3689296841621403;Paris;75056;Paris;29 Rue de Tanger, 75019 Paris, France
415;8051;Batignolles - Rome;True;15;13;0;0;0;True;True;2025-06-03 12:56:00+00:00;48.881823370566806, 2.3202589899301524;Paris;75056;Paris;43c Boulevard des Batignolles, 75008 Paris, France
416;31019;Vincennes - Douy-Delcupe;True;38;31;5;1;4;True;True;2025-06-03 12:58:31+00:00;48.85493692155721, 2.436049282550812;Montreuil;93048;Seine-Saint-Denis;52 Rue de Vincennes, 93100 Montreuil, France
417;2009;Filles Saint-Thomas - Place de la Bourse;True;58;7;51;41;10;True;True;2025-06-03 12:59:03+00:00;48.868899890853, 2.3397543845203;Paris;75056;Paris;1 Rue des Filles Saint-Thomas, 75002 Paris, France
418;17124;Porte de Saint-Ouen - Henri Huchard;True;26;23;2;2;0;True;True;2025-06-03 12:59:04+00:00;48.898708366365064, 2.3295360803604126;Paris;75056;Paris;20 Avenue de la Porte de Saint-Ouen, 75018 Paris, France
419;44102;Verdun - Adrien Damalix;True;26;23;2;1;1;True;True;2025-06-03 12:57:31+00:00;48.8222334178559, 2.4215328320860863;Saint-Maurice;94069;Val-De-Marne;13 Avenue de Verdun, 94410 Saint-Maurice, France
420;44012;Génie - Mozart;True;19;16;3;0;3;True;True;2025-06-03 12:51:37+00:00;48.794902381218904, 2.3734183609485626;Vitry-sur-Seine;94081;Val-De-Marne;104 Rue Mozart, 94400 Vitry-sur-Seine, France
421;21003;Jean Jaurès - Jean Baptiste Clément;True;39;13;23;16;7;True;True;2025-06-03 12:57:39+00:00;48.84576261454011, 2.2369650006294255;Boulogne-Billancourt;92012;Hauts-de-Seine;1 Boulevard Jean Jaurès, 92100 Boulogne-Billancourt, France
422;51003;Hôtel de Ville d'Argenteuil;True;30;4;25;9;16;True;True;2025-06-03 12:57:51+00:00;48.946504, 2.2496396;Argenteuil;95018;Val-D'Oise;27 Boulevard Leon Feix, 95100 Argenteuil, France
423;18025;Mairie du 18ème;True;40;33;4;1;3;True;True;2025-06-03 12:58:50+00:00;48.892939296937605, 2.3445510864257812;Paris;75056;Paris;83 Rue du Mont Cenis, 75018 Paris, France
424;13016;Primo Levi - Frigos;True;34;3;30;28;2;True;True;2025-06-03 12:56:23+00:00;48.83094844846017, 2.37965351592796;Paris;75056;Paris;9 Rue Primo Levi, 75013 Paris, France
425;17122;Bridaine - Lamandé;True;29;24;4;0;4;True;True;2025-06-03 12:58:47+00:00;48.8862074, 2.3206239;Paris;75056;Paris;2 Rue Bridaine, 75017 Paris, France
426;13043;Dunois - Clisson;True;51;25;24;23;1;True;True;2025-06-03 12:59:02+00:00;48.832294, 2.3674523;Paris;75056;Paris;52 Rue Dunois, 75013 Paris, France
427;16123;Mahatma Gandhi;True;26;14;10;4;6;True;True;2025-06-03 12:57:25+00:00;48.876356, 2.264205;Paris;75056;Paris;6 Route de la Porte Saint-James, 75016 Paris, France
428;9115;Milton - Manuel;True;22;20;2;0;2;True;True;2025-06-03 12:57:41+00:00;48.878249, 2.341181;Paris;75056;Paris;20 Rue Milton, 75009 Paris, France
429;31007;Paris - Désiré Préaux;True;49;37;7;0;7;True;True;2025-06-03 12:56:55+00:00;48.85742876694898, 2.4323049187660217;Montreuil;93048;Seine-Saint-Denis;56 Rue de Paris, 93100 Montreuil, France
430;19039;Edouard Pailleron - Simon Bolivar;True;24;23;1;1;0;True;True;2025-06-03 12:57:34+00:00;48.87979886049996, 2.374839261174202;Paris;75056;Paris;4 Rue Édouard Pailleron, 75019 Paris, France
431;15108;Lourmel - Marie Skobtsov;True;22;17;5;5;0;True;True;2025-06-03 12:58:36+00:00;48.844974, 2.287283;Paris;75056;Paris;84 Rue de Lourmel, 75015 Paris, France
432;16032;Eglise d'Auteuil;True;21;11;9;5;4;True;True;2025-06-03 12:57:46+00:00;48.84749841771691, 2.26848387135299;Paris;75056;Paris;6t Rue d'Auteuil, 75016 Paris, France
433;19040;Belleville - Télégraphe;True;41;39;2;2;0;True;True;2025-06-03 12:53:33+00:00;48.8756045, 2.3995549;Paris;75056;Paris;267 Rue de Belleville, 75019 Paris, France
434;22001;Château - Bineau;True;23;10;12;6;6;True;True;2025-06-03 12:56:50+00:00;48.890404028589806, 2.270106375217438;Neuilly-sur-Seine;92051;Hauts-de-Seine;26 Boulevard du Château, 92200 Neuilly-sur-Seine, France
435;6016;Danton - Serpente;True;22;3;18;14;4;True;True;2025-06-03 12:55:02+00:00;48.852297362582, 2.3414132371545;Paris;75056;Paris;7 Rue Danton, 75006 Paris, France
436;20027;Porte de Ménilmontant;True;15;14;1;1;0;True;True;2025-06-03 10:43:37+00:00;48.8691543609174, 2.40932246879487;Paris;75056;Paris;1 Rue Vidal de la Blache, 75020 Paris, France
437;41204;République - Danton;True;20;16;3;0;3;True;True;2025-06-03 12:58:52+00:00;48.85249172181667, 2.462034523487091;Fontenay-sous-Bois;94033;Val-De-Marne;1 Avenue Danton, 94120 Fontenay-sous-Bois, France
438;9023;Laffitte - Italiens;True;33;0;32;23;9;True;True;2025-06-03 12:58:52+00:00;48.871815737396, 2.3372015478451;Paris;75056;Paris;2 Rue Laffitte, 75009 Paris, France
439;17121;Square des Epinettes;True;20;16;1;0;1;True;True;2025-06-03 12:57:14+00:00;48.89383909781389, 2.325953990221024;Paris;75056;Paris;12 Rue Collette, 75017 Paris, France
440;14122;Colonel Monteil - Brune;True;19;18;1;0;1;True;True;2025-06-03 12:54:56+00:00;48.82650293311, 2.3092747998272;Paris;75056;Paris;Colonel Monteil - Brune, Rue du Colonel Monteil, 75014 Paris, France
441;19009;Cité des Sciences et de l'Industrie;True;29;21;3;0;3;True;True;2025-06-03 12:53:53+00:00;48.89659571178903, 2.384599149227142;Paris;75056;Paris;28b Avenue Corentin Cariou, 75019 Paris, France
442;17047;Courcelles - Pierre Demours;True;26;20;6;5;1;True;True;2025-06-03 12:56:37+00:00;48.883769733273496, 2.29858466343129;Paris;75056;Paris;172 Rue de Courcelles, 75017 Paris, France
443;18109;Pajol - Riquet;True;47;41;3;0;3;True;True;2025-06-03 12:54:38+00:00;48.88960028134536, 2.3628534749150276;Paris;75056;Paris;55 Rue Pajol, 75018 Paris, France
444;17046;Mac-Mahon - Brey;True;25;19;5;1;4;True;True;2025-06-03 12:58:37+00:00;48.877532084130166, 2.294512536052928;Paris;75056;Paris;18b Avenue Mac-Mahon, 75017 Paris, France
445;19038;Lassus - Delouvain;True;20;19;1;0;1;True;True;2025-06-03 12:56:27+00:00;48.8755044846, 2.3890327325519;Paris;75056;Paris;9 Rue Lassus, 75019 Paris, France
446;18029;Emile Blemont - Poteau;True;39;38;1;0;1;True;True;2025-06-03 12:57:21+00:00;48.8943782, 2.3415122;Paris;75056;Paris;2 Rue Émile Blémont, 75018 Paris, France
447;21703;Square du Carrefour de l'Insurrection;True;23;19;2;1;1;True;True;2025-06-03 12:52:15+00:00;48.820864559770676, 2.291113436222077;Vanves;92075;Hauts-de-Seine;8 Avenue Marcel Martinie, 92170 Vanves, France
448;35017;Toffier Decaux - Cartier Bresson;True;18;15;1;1;0;True;True;2025-06-03 12:58:24+00:00;48.90165072551549, 2.4017545580863957;Pantin;93055;Seine-Saint-Denis;67 Rue Cartier Bresson, 93500 Pantin, France
449;20118;Orteaux - Mouraud;True;24;22;2;2;0;True;True;2025-06-03 12:52:52+00:00;48.85558642847872, 2.408762907764669;Paris;75056;Paris;100 Rue des Orteaux, 75020 Paris, France
450;16021;François Ponsard - La Muette;True;23;22;1;1;0;True;True;2025-06-03 12:55:11+00:00;48.8583666, 2.2744515;Paris;75056;Paris;2 Rue François Ponsard, 75016 Paris, France
451;9117;Bellefond - Maubeuge;True;31;30;0;0;0;True;True;2025-06-03 12:58:30+00:00;48.878255397645, 2.3452642187476;Paris;75056;Paris;41 Rue Marie-Éléonore de Bellefond, 75009 Paris, France
452;9031;Provence - Chaussée d'Antin;True;25;7;17;12;5;True;True;2025-06-03 12:57:53+00:00;48.87428447542072, 2.332976511564311;Paris;75056;Paris;69 Rue de Provence, 75009 Paris, France
453;18049;Porte d'Aubervilliers;True;55;49;4;2;2;True;True;2025-06-03 12:58:05+00:00;48.89859661942376, 2.3689722642302513;Paris;75056;Paris;14 Boulevard Ney, 75018 Paris, France
454;20023;Pelleport - Belgrand;True;15;12;3;1;2;True;True;2025-06-03 12:58:09+00:00;48.86500081847653, 2.403980836377493;Paris;75056;Paris;44 Rue Pelleport, 75020 Paris, France
455;10020;Chabrol - d'Hauteville;True;11;8;2;0;2;True;True;2025-06-03 12:58:53+00:00;48.877018388033, 2.3513179644942;Paris;75056;Paris;Connexion Immobilier, Rue de Chabrol, 75010 Paris, France
456;14002;Edgar Quinet - Raspail;True;46;42;4;3;1;True;True;2025-06-03 12:56:35+00:00;48.83940266673835, 2.32971478253603;Paris;75056;Paris;4 Boulevard Edgar Quinet, 75014 Paris, France
457;11041;Square Saint-Ambroise;True;43;32;10;4;6;True;True;2025-06-03 12:58:04+00:00;48.860934, 2.375841;Paris;75056;Paris;2 Rue Lacharrière, 75011 Paris, France
458;15035;Place Etienne Pernet;True;43;16;26;24;2;True;True;2025-06-03 12:58:42+00:00;48.84243457133779, 2.2921819612383847;Paris;75056;Paris;2 Rue des Frères Morane, 75015 Paris, France
459;35003;Gabrielle Josserand - Edouard Vaillant;True;25;19;4;3;1;True;True;2025-06-03 12:57:35+00:00;48.90271566255436, 2.3933270573616032;Pantin;93055;Seine-Saint-Denis;64 Avenue Édouard Vaillant, 93500 Pantin, France
460;18113;Lepic - Armée d'Orient;True;24;22;2;0;2;True;True;2025-06-03 12:53:42+00:00;48.887536403814, 2.3343077301979;Paris;75056;Paris;72 Rue Lepic, 75018 Paris, France
461;21014;Hameau Fleuri - Marché;True;22;1;21;19;2;True;True;2025-06-03 12:56:34+00:00;48.831448892608314, 2.2412404417991643;Boulogne-Billancourt;92012;Hauts-de-Seine;9 Rue du Hameau Fleuri, 92100 Boulogne-Billancourt, France
462;34010;Hôtel de Ville de Saint-Ouen;True;48;14;33;26;7;True;True;2025-06-03 12:58:24+00:00;48.911380185786, 2.3340076807601;Saint-Ouen-sur-Seine;93070;Seine-Saint-Denis;9 Place Jean Jaurès, 93400 Saint-Ouen-sur-Seine, France
463;5121;Square René Viviani - Montebello;True;34;26;7;5;2;True;True;2025-06-03 12:58:57+00:00;48.851904891406, 2.3478421568871;Paris;75056;Paris;5 Rue Lagrange, 75005 Paris, France
464;31703;Sadi Carnot - François Mitterrand;True;27;25;2;0;2;True;True;2025-06-03 12:58:27+00:00;48.87532687671517, 2.4241617321968083;Bagnolet;93006;Seine-Saint-Denis;2 Rue Girardot, 93170 Bagnolet, France
465;11006;Ledru-Rollin - Place du Père Chaillet;True;37;32;4;2;2;True;True;2025-06-03 12:55:00+00:00;48.856433706943704, 2.379020587761426;Paris;75056;Paris;171 Avenue Ledru-Rollin, 75011 Paris, France
466;15031;Théâtre - Lourmel;True;53;32;21;18;3;True;True;2025-06-03 12:58:43+00:00;48.8482070397636, 2.2898658737540245;Paris;75056;Paris;57 bis Rue du Théâtre, 75015 Paris, France
467;47005;Ecole Vétérinaire;True;36;1;34;29;5;True;True;2025-06-03 12:58:53+00:00;48.81488859822486, 2.4224362157778994;Maisons-Alfort;94046;Val-De-Marne;15 Avenue du Général Leclerc, 94700 Maisons-Alfort, France
468;16015;Bassano -  Iéna;True;15;7;8;3;5;True;True;2025-06-03 12:58:37+00:00;48.868144510482075, 2.296149600985935;Paris;75056;Paris;1 Rue de Bassano, 75016 Paris, France
469;19127;Aubervilliers - Curial;True;23;19;4;1;3;True;True;2025-06-03 12:50:07+00:00;48.89088305227546, 2.3688579350709915;Paris;75056;Paris;114 Rue d'Aubervilliers, 75019 Paris, France
